Name,Sex,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Place,Wilks,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetName
Ewan Cunliffe,M,Raw,,20-23,M-C-Open,99.1,105,200,145,230,575,6,351.22,505.03,Yes,England,EPA,03/05/2015,England,Lancs & Cheshire Classic Championships
Chris Graham,M,Raw,,,M-C-Open,100.2,105,60,60,307.5,427.5,8,259.96,351.14,Yes,England,EPA,03/05/2015,England,Lancs & Cheshire Classic Championships
Jordan McLaughlin,M,Raw,21.5,20-23,M-C-Open,132.5,120+,280,180,280,740,1,417.15,570.53,Yes,UK,EPA,03/05/2015,England,Lancs & Cheshire Classic Championships
Scott Bradwell,M,Raw,31.5,24-34,M-C-G,74,74,195,135,230,560,G,402.82,598.39,Yes,UK,EPA,03/05/2015,England,Lancs & Cheshire Classic Championships
Tom Dunning,M,Raw,,,M-C-G,73.1,74,205,120,235,560,G,406.36,603.85,Yes,England,EPA,03/05/2015,England,Lancs & Cheshire Classic Championships
Owen Lockwood,M,Raw,22.5,20-23,M-C-G,80.2,83,200,122.5,250,572.5,G,390.23,579.01,Yes,England,EPA,03/05/2015,England,Lancs & Cheshire Classic Championships
Connor Burkhill,M,Raw,,,M-C-Open,64.5,66,140,105,160,405,3,324.15,457.57,Yes,England,EPA,03/05/2015,England,Lancs & Cheshire Classic Championships
Dean Barton,M,Raw,30.5,24-34,M-C-Open,59.5,66,130,75,160,365,4,313.7,433.76,Yes,UK,EPA,03/05/2015,England,Lancs & Cheshire Classic Championships
Adil Khan,M,Raw,21.5,20-23,M-C-Open,73.3,74,195,137.5,245,577.5,1,418.23,624.11,Yes,UK,EPA,03/05/2015,England,Lancs & Cheshire Classic Championships
David Clifford,M,Raw,49,45-49,M-C-Open,81.9,83,180,112.5,232.5,525,3,353.25,516.17,Yes,UK,EPA,03/05/2015,England,Lancs & Cheshire Classic Championships
Louise Fox,F,Raw,37.5,35-39,F-C-Open,55.1,56,95,65,160,320,1,381.33,589.78,Yes,England,EPA,07/02/2010,England,East Midlands Classic Powerlifting Championships
David Brown,M,Raw,,,M-C-Open,55.5,56,92.5,75,132.5,300,2,275.52,364.99,Yes,England,EPA,07/02/2010,England,East Midlands Classic Powerlifting Championships
Rebecca Williams,F,Raw,37.5,35-39,F-C-Open,69.2,72,70,50,105,225,4,225.63,370.14,Yes,UK,EPA,01/11/2014,England,North Midlands Divisional
Karen Towersey,F,Raw,47.5,45-49,F-C-Open,82.9,84,105,64,142.5,311.5,1,279.64,479.74,Yes,UK,EPA,01/11/2014,England,North Midlands Divisional
Roger Powell,M,Raw,77.5,75-79,M-C-Open,65.7,66,100,65,150,315,3,248.27,331.55,Yes,UK,EPA,01/11/2014,England,North Midlands Divisional
Glyn Belsher,M,Raw,,,M-C-Open,82.9,83,142.5,90,162.5,395,5,263.85,364.05,Yes,UK,EPA,01/11/2014,England,North Midlands Divisional
Leigh Wetheridge,F,Raw,16.5,16-17,F-C-U18,72.8,84,85,65,140,290,1,280.99,469.69,Yes,UK,EPA,27/11/2011,England,South East Open
Kate Nyers,F,Raw,,,F-C-Open,70.55,72,80,55,115,250,1,247.38,409.14,Yes,England,EPA,27/11/2011,England,South East Open
Jack Long,M,Raw,22.5,20-23,M-C-U23,80,83,180,140,240,560,1,382.31,565.52,Yes,England,EPA,27/11/2011,England,South East Open
Aaron Cooper #2,M,Raw,20.5,20-23,M-C-U23,99,105,230,160,240,630,1,384.97,561.79,Yes,UK,EPA,27/11/2011,England,South East Open
Chris Simmons,M,Raw,,,M-C-Open,73.5,74,182.5,147.5,220,550,1,397.54,589.15,Yes,England,EPA,27/11/2011,England,South East Open
Steve Blackwell,M,Raw,,,M-C-M2,100.5,105,200,150,270,620,1,376.58,546.36,Yes,England,EPA,27/11/2011,England,South East Open
Sean Maloney,M,Raw,,,M-C-Open,65.8,66,150,102.5,185,437.5,1,344.38,492.9,Yes,England,EPA,28/01/2018,England,East Midlands Men's Open Powerlifting Championships
Hugo Duarte,M,Raw,,,M-C-Open,92.4,93,250,140,290,680,1,428.49,640.39,Yes,UK,EPA,28/01/2018,England,East Midlands Men's Open Powerlifting Championships
Charlie Wade,M,Raw,24.5,24-34,M-C-Open,104.9,105,272.5,177.5,280,730,1,436.36,641.48,Yes,UK,EPA,28/01/2018,England,East Midlands Men's Open Powerlifting Championships
James Blundell,M,Raw,,,M-C-Open,96.1,105,242.5,170,280,692.5,2,428.55,637.64,Yes,England,EPA,28/01/2018,England,East Midlands Men's Open Powerlifting Championships
Tom Chang,M,Raw,21.5,20-23,M-C-Open,65.8,66,170,122.5,220,512.5,1,403.42,591.96,Yes,UK,EPA,01/05/2016,England,Manchester & Merseyside Championships
Henry Chay,M,Raw,55,55-59,M-C-Open,62.7,66,147.5,80,195,422.5,2,346.47,492.64,Yes,UK,EPA,01/05/2016,England,Manchester & Merseyside Championships
Sean Kilbride,M,Raw,35.5,35-39,M-C-G,73.4,74,190,135,210,535,G,387.07,571.35,Yes,England,EPA,01/05/2016,England,Manchester & Merseyside Championships
Nicholas Grasmeder,M,Raw,16,16-17,M-C-Open,79.5,83,130,80,165,375,9,257.03,352.37,Yes,UK,EPA,01/05/2016,England,Manchester & Merseyside Championships
Kimberley Cowell,F,Raw,27.5,24-34,F-C-Open,70.2,72,110,65,145,320,1,317.73,526.69,Yes,UK,EPA,01/05/2016,England,Manchester & Merseyside Championships
Chrystal Williams,F,Raw,20.5,20-23,F-C-Open,81.3,84,162.5,80,205,447.5,1,405.87,692.47,Yes,UK,EPA,01/05/2016,England,Manchester & Merseyside Championships
Steevi Pugh,F,Raw,26,24-34,F-C-Open,93.9,84+,85,45,115,245,3,208.23,363.69,Yes,UK,EPA,01/05/2016,England,Manchester & Merseyside Championships
Roger Powell,M,Raw,74.5,70-74,M-C-Open,66,66,120,65,155,340,1,266.97,363.17,Yes,UK,EPA,06/11/2011,England,North Midlands Divisional
John Vincent,M,Raw,46.5,45-49,M-C-Open,72.4,74,155,107.5,190,452.5,1,330.66,475.16,Yes,UK,EPA,06/11/2011,England,North Midlands Divisional
Owen Lockwood,M,Raw,18.5,18-19,M-C-Open,91.3,93,200,130,235,565,1,358.11,521.87,Yes,England,EPA,06/11/2011,England,North Midlands Divisional
Gary Croft,M,Raw,30,24-34,M-C-Open,106.4,120,180,160,200,540,2,321.21,448.49,Yes,UK,EPA,06/11/2011,England,North Midlands Divisional
Jay Hollingsworth,M,Raw,,,M-C-Open,111.6,120,240,180,,,DQ,,,Yes,England,EPA,06/11/2011,England,North Midlands Divisional
Elspeth McLeod,F,Raw,21.5,20-23,F-C-Open,57,57,122.5,70,155,347.5,1,403.24,631.87,Yes,UK,EPA,06/05/2017,England,Northern Universities
Kieran Gray,M,Raw,20.5,20-23,M-C-Open,104.5,105,257.5,170,285.5,713,1,426.77,626.01,Yes,UK,EPA,06/05/2017,England,Northern Universities
Kieran Richardson,M,Raw,19.5,20-23,M-C-Open,93.6,105,205,132.5,237.5,575,2,360.12,523.97,Yes,UK,EPA,06/05/2017,England,Northern Universities
Rowan Ella,M,Raw,18.5,18-19,M-C-Open,86.8,93,205,107.5,190,502.5,4,326.98,470.79,Yes,UK,EPA,06/05/2017,England,Northern Universities
Takara Hawthorne-Smith,F,Raw,26.5,24-34,F-C-G,83.9,84,165,92.5,200,457.5,G,408.21,698.47,Yes,UK,EPA,15/04/2018,England,West Midlands Juniors and Masters Powerlifting Championships
Catherine Smith,F,Raw,22.5,20-23,F-C-U23,55.9,57,125,57.5,167.5,350,1,412.39,643.06,Yes,UK,EPA,15/04/2018,England,West Midlands Juniors and Masters Powerlifting Championships
Karenjeet Bains,F,Raw,,,F-C-U23,62.6,63,122.5,72.5,150,345,3,372.31,598.84,Yes,England,EPA,15/04/2018,England,West Midlands Juniors and Masters Powerlifting Championships
Henry Clark,M,Raw,77.5,75-79,M-C-M4,73.5,74,120,55,145,320,1,231.3,307.29,Yes,England,EPA,15/04/2018,England,West Midlands Juniors and Masters Powerlifting Championships
Sam Watt,M,Raw,47,45-49,M-C-G,104.7,105,295,175,322.5,792.5,G,474.04,704.45,Yes,UK,EPA,15/04/2018,England,West Midlands Juniors and Masters Powerlifting Championships
Paul Bartlett,M,Raw,34.5,24-34,M-C-Open,65.4,66,175,108,200,483,1,382.12,555.74,Yes,England,EPA,14/02/2015,England,YNE Masters & Seniors
Steve Gott,M,Raw,,,M-C-M1,118.8,120,230,170,260,660,1,380.35,531.34,Yes,England,EPA,14/02/2015,England,YNE Masters & Seniors
Brian Lee,M,Raw,,,M-C-M2,125.8,120+,260,210,270,740,1,421.14,586.92,Yes,UK,EPA,14/02/2015,England,YNE Masters & Seniors
Christopher Baker,M,Raw,40.5,40-44,M-C-M1,133.6,120+,220,220.5,280,720.5,1,405.59,550.79,Yes,UK,EPA,14/02/2015,England,YNE Masters & Seniors
Faaris Sheikh,M,Raw,21.5,20-23,M-C-Open,61.9,66,167.5,95,180,442.5,4,366.98,525.68,Yes,UK,EPA,07/07/2018,England,Greater London Divisional Championships
Emmanuel Franklin,M,Raw,33.5,24-34,M-C-Open,73.4,74,195,135,205,535,1,387.07,571.35,Yes,UK,EPA,07/07/2018,England,Greater London Divisional Championships
Alan Joseph,M,Raw,52.5,50-54,M-C-Open,81.4,83,180,120,200,500,3,337.69,489.69,Yes,UK,EPA,07/07/2018,England,Greater London Divisional Championships
Tim Wheeler,M,Raw,43.5,40-44,M-C-Open,104.9,105,235,120,262.5,617.5,3,369.11,529.58,Yes,UK,EPA,07/07/2018,England,Greater London Divisional Championships
Lewis Ball,M,Raw,,,M-C-Open,91.3,93,242.5,152.5,250,645,1,408.82,607.76,Yes,England,EPA,07/07/2018,England,Greater London Divisional Championships
June Stamp,F,Raw,48.5,45-49,F-C-Open,45.8,47,90,45,100,235,1,321.93,465.59,Yes,UK,EPA,07/07/2018,England,Greater London Divisional Championships
Catherine Graham,F,Raw,27.5,24-34,F-C-Open,56.7,57,100,70,130,300,2,349.56,543.23,Yes,UK,EPA,07/07/2018,England,Greater London Divisional Championships
Kaytee Poolton,F,Raw,19.5,20-23,F-C-U23,50.2,52,115,57.5,117.5,290,1,371.42,557.82,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Faye Jordan,F,Raw,31,24-34,F-C-Open,55.5,57,95,70,132.5,297.5,1,352.51,544.19,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Vanessa Butler,F,Raw,,,F-C-M1,53.8,57,75,37.5,87.5,200,2,242.82,360.71,Yes,England,EPA,16/08/2014,England,All England Powerlifting Championships
Shannon Clifford,F,Raw,20.5,20-23,F-C-U23,61.5,63,100,52.5,122.5,275,1,300.81,477.53,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Rachel Atemie,F,Raw,22.5,20-23,F-C-U23,72,72,122.5,67.5,175,365,1,356.25,595.09,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Avril Hughes,F,Raw,,,F-C-Open,69.4,72,90,50,135,275,2,275.22,453.71,Yes,Wales,EPA,16/08/2014,England,All England Powerlifting Championships
Helen Toms,F,Raw,49.5,45-49,F-C-M2,84,84,122.5,62.5,142.5,327.5,1,292.04,501.58,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Karen Richardson,F,Raw,49.5,45-49,F-C-M2,104,84+,150,67.5,185,402.5,1,331.54,567.08,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Jo Whiteley,F,Raw,44,40-44,F-C-M1,92.5,84+,110,67.5,150,327.5,1,279.91,484.14,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Sean Maloney,M,Raw,,,M-C-Open,64.5,66,140,100,180,420,2,336.16,477.67,Yes,England,EPA,16/08/2014,England,All England Powerlifting Championships
Sean Kilbride,M,Raw,33.5,24-34,M-C-Open,71.15,74,165,125,195,485,2,359,522.34,Yes,England,EPA,16/08/2014,England,All England Powerlifting Championships
Lewis Ball,M,Raw,,,M-C-U23,79.7,83,170,117.5,200,487.5,3,333.61,482.64,Yes,England,EPA,16/08/2014,England,All England Powerlifting Championships
Gary Lovett,M,Raw,40.5,40-44,M-C-M1,82.1,83,150,117.5,180,447.5,1,300.66,426.7,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Phillip Wood,M,Raw,,,M-C-Open,78.2,83,130,110,202.5,442.5,4,306.54,436.38,Yes,England,EPA,16/08/2014,England,All England Powerlifting Championships
Drew Blackman,M,Raw,35.5,35-39,M-C-Open,92.3,93,200,125,205,530,5,334.15,480.78,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Keith Blacknell,M,Raw,50.5,50-54,M-C-M2,90.7,93,157.5,105,185,447.5,1,284.57,397.54,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Harry Hollis,M,Raw,22.5,20-23,M-C-U23,101,105,230,182.5,270,682.5,1,413.73,608.11,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Thomas Celestin,M,Raw,,,M-C-Open,102.7,105,240,125,305,670,2,403.58,589.35,Yes,England,EPA,16/08/2014,England,All England Powerlifting Championships
Matthew Ward,M,Raw,22,20-23,M-C-U23,103.3,105,180,105,195,480,3,288.51,396.71,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Andrew Rutland,M,Raw,,,M-C-Open,104.2,105,200,,,,DQ,,,Yes,England,EPA,16/08/2014,England,All England Powerlifting Championships
Robert Rees,M,Raw,25.5,24-34,M-C-Open,109.2,120,270,190,320,780,1,460.06,675.08,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Christopher Corbin,M,Raw,,,M-C-U23,119.35,120,217.5,137.5,245,600,2,345.39,474.06,Yes,England,EPA,16/08/2014,England,All England Powerlifting Championships
Aaron Thompson,M,Raw,,,M-C-Open,131.45,120+,272.5,160,300,732.5,1,413.49,566.33,Yes,UK,EPA,16/08/2014,England,All England Powerlifting Championships
Daniel Bedford,M,Raw,,,M-C-Open,92.6,93,265,160,290,715,1,450.08,676.78,Yes,UK,EPA,10/03/2018,England,YNE Spring Open
Shaun Kelly,M,Raw,24.5,24-34,M-C-Open,138.4,120+,260,170,300,730,1,408.64,548.7,Yes,UK,EPA,10/03/2018,England,YNE Spring Open
Lucy Robinson,F,Raw,15.5,16-17,F-C-Open,61.4,63,135,57.5,160,352.5,1,386.07,617.97,Yes,UK,EPA,10/03/2018,England,YNE Spring Open
Rachel Bradish,F,Raw,,,F-C-Open,70,72,147.5,80,167.5,395,1,392.96,652.65,Yes,England,EPA,10/03/2018,England,YNE Spring Open
Louise Wicks,F,Raw,49,45-49,F-C-Open,83,84,105,62.5,152.5,320,4,287.09,492.46,Yes,UK,EPA,10/03/2018,England,YNE Spring Open
Scott Bradwell,M,Raw,34.5,24-34,M-C-Open,74,74,207.5,147.5,250,605,2,435.18,653.29,Yes,UK,EPA,10/03/2018,England,YNE Spring Open
Tyler Lloyd,M,Raw,,,M-C-Open,74,74,162.5,125,200,487.5,6,350.67,509.93,Yes,UK,EPA,10/03/2018,England,YNE Spring Open
Owen Lockwood,M,Raw,25.5,24-34,M-C-Open,82.4,83,250,150,275,675,1,452.52,685.03,Yes,England,EPA,10/03/2018,England,YNE Spring Open
Sheri Miles,F,Raw,30.5,24-34,F-C-Open,71.45,72,125,70,170,365,2,358.09,597.09,Yes,UK,EPA,03/05/2017,England,South East Spring Qualifier
Dan Magee,M,Raw,21.5,20-23,M-C-Open,82.45,83,190,140,210,540,3,361.88,530.84,Yes,UK,EPA,03/05/2017,England,South East Spring Qualifier
Jack Clayton,M,Raw,22.5,20-23,M-C-Open,101.8,105,210,160,250,620,2,374.71,542,Yes,UK,EPA,03/05/2017,England,South East Spring Qualifier
Tom Hamilton,M,Raw,26.5,24-34,M-C-Open,82.8,83,235,142.5,272.5,650,1,434.5,654.35,Yes,UK,EPA,03/05/2017,England,South East Spring Qualifier
Ellie Steel,F,Raw,22,20-23,F-C-U23,56.2,57,97.5,70,140,307.5,1,360.8,559.96,Yes,UK,EPA,01/01/2014,England,South Midlands Open Powerlifting Championships
Tom Sprott,M,Raw,,,M-C-U18,54.8,59,105,70,130,305,1,283.66,377.17,Yes,England,EPA,01/01/2014,England,South Midlands Open Powerlifting Championships
Ella Hope,F,Raw,33.5,24-34,F-C-Open,68.6,72,115,65,135,315,1,317.82,523.48,Yes,UK,EPA,01/01/2014,England,South Midlands Open Powerlifting Championships
Steven Tyers,M,Raw,,,M-C-Open,72.3,74,207.5,132.5,235,575,1,420.59,627.42,Yes,UK,EPA,01/01/2014,England,South Midlands Open Powerlifting Championships
Jamie Sinclair,M,Raw,33,24-34,M-C-Open,80.7,83,180,145,222.5,547.5,1,371.74,547.61,Yes,England,EPA,01/01/2014,England,South Midlands Open Powerlifting Championships
Phillip Wood,M,Raw,,,M-C-Open,77.2,83,140,107.5,202.5,450,2,314.4,449.52,Yes,England,EPA,01/01/2014,England,South Midlands Open Powerlifting Championships
Janine Murphy,F,Raw,,,F-C-M1,76.8,84,135,80,157.5,372.5,1,349,590.81,Yes,UK,EPA,01/01/2014,England,South Midlands Open Powerlifting Championships
Andy Bonner,M,Raw,58,55-59,M-C-M2,92,93,185,157.5,257.5,600,1,378.87,556.66,Yes,England,EPA,01/01/2014,England,South Midlands Open Powerlifting Championships
Sion Hughes,M,Raw,19.5,20-23,M-C-U23,92.5,93,272.5,155,275,702.5,1,442.44,663.92,Yes,UK,EPA,01/01/2014,England,South Midlands Open Powerlifting Championships
Nathan Scott,M,Raw,,,M-C-M1,104.2,105,250,167.5,320,737.5,1,441.89,651.55,Yes,UK,EPA,01/01/2014,England,South Midlands Open Powerlifting Championships
Scott McBlain,M,Raw,,,M-C-Open,101.2,105,200,140,220,560,1,339.21,483.16,Yes,England,EPA,01/01/2014,England,South Midlands Open Powerlifting Championships
Galit Goldshmid,F,Raw,41,40-44,F-C-Open,60.4,63,110,80,150,340,1,377.12,600.11,Yes,UK,EPA,28/10/2018,England,South Midlands October Bitesize
Zoe Clark,F,Raw,22.5,20-23,F-C-Open,75.2,84,130,77.5,125,332.5,7,315.56,531.92,Yes,UK,EPA,28/10/2018,England,South Midlands October Bitesize
Roger Hamilton-Smith,M,Raw,43,40-44,M-C-Open,65.8,66,172.5,117.5,220,510,1,401.45,588.66,Yes,UK,EPA,28/10/2018,England,South Midlands October Bitesize
Cameron Keyes,M,Raw,,,M-C-U18,82.8,83,175,107.5,222.5,505,1,337.57,489.46,Yes,England,EPA,17/06/2012,England,Kent Surrey & Sussex Powerlifting Championships
Sam Pile,M,Raw,,,M-C-U18,62.3,66,115,77.5,150,342.5,1,282.44,385.46,Yes,England,EPA,17/06/2012,England,Kent Surrey & Sussex Powerlifting Championships
Sean Maloney,M,Raw,,,M-C-G,70.1,74,157.5,100,190,447.5,G,334.99,480.98,Yes,England,EPA,17/06/2012,England,Kent Surrey & Sussex Powerlifting Championships
Chris Simmons,M,Raw,,,M-C-Open,73.7,74,200,158,230,588,1,424.18,634.45,Yes,England,EPA,17/06/2012,England,Kent Surrey & Sussex Powerlifting Championships
Gary Mitchell,M,Raw,,,M-C-G,101.8,105,285,140,255,680,G,410.97,602.65,Yes,UK,EPA,17/06/2012,England,Kent Surrey & Sussex Powerlifting Championships
Steve Blackwell,M,Raw,50.5,50-54,M-C-M2,100.5,105,210,155,275,640,1,388.73,566.71,Yes,England,EPA,17/06/2012,England,Kent Surrey & Sussex Powerlifting Championships
Sue Giles,F,Raw,57.5,55-59,F-C-M2,71.8,72,95,57.5,120,272.5,1,266.46,443.48,Yes,UK,EPA,21/03/2018,England,North Midlands Overspill
Glyn Belsher,M,Raw,,,M-C-M3,92.6,93,125,100,145,370,1,232.91,309.34,Yes,UK,EPA,21/03/2018,England,North Midlands Overspill
Rebecca Heath,F,Raw,36.5,35-39,F-C-Open,46.9,47,82.5,50,110,242.5,1,326.64,476.04,Yes,UK,EPA,02/03/2014,England,South East Classic
Nathan Scott,M,Raw,,,M-C-M1,102.6,105,260,162.5,322.5,745,1,448.92,665.19,Yes,UK,EPA,02/03/2014,England,South East Classic
Chris Simmons,M,Raw,,,M-C-Open,66,66,200,147.5,232.5,580,1,455.41,679.49,Yes,England,EPA,02/03/2014,England,South East Classic
Frederick Annan,M,Raw,,,M-C-Open,85,93,192.5,155,230,577.5,2,380.19,561.66,Yes,England,EPA,02/03/2014,England,South East Classic
Drew Blackman,M,Raw,35.5,35-39,M-C-Open,89.5,93,195,130,190,515,8,329.71,474.54,Yes,UK,EPA,02/03/2014,England,South East Classic
Thomas Celestin,M,Raw,,,M-C-Open,102.7,105,235,130,310,675,1,406.59,594.38,Yes,England,EPA,02/03/2014,England,South East Classic
Scott McBlain,M,Raw,,,M-C-Open,102.3,105,210,135,227.5,572.5,3,345.36,492.47,Yes,England,EPA,02/03/2014,England,South East Classic
Elliot Davies,M,Raw,18.5,18-19,M-C-Open,114.9,120,185,122.5,222.5,530,2,308.03,418.34,Yes,UK,EPA,02/03/2014,England,South East Classic
Nathaniel Shaw,M,Raw,,,M-C-U23,71.6,74,175,105,220,500,1,368.37,538.51,Yes,UK,EPA,02/03/2014,England,South East Classic
Mehrad Tafreshi,M,Raw,,,M-C-U23,72,74,180,95,190,465,2,341.17,492.74,Yes,UK,EPA,02/03/2014,England,South East Classic
Sam Pile,M,Raw,,,M-C-U23,67.4,74,140,90,180,410,3,316.49,447.61,Yes,England,EPA,02/03/2014,England,South East Classic
Cameron Keyes,M,Raw,,,M-C-U23,104.6,105,190,105,220,515,1,308.15,428.4,Yes,England,EPA,02/03/2014,England,South East Classic
Catherine Graham,F,Raw,26.5,24-34,F-C-Open,54.75,57,105,72.5,145,322.5,2,386.23,596.58,Yes,UK,EPA,27/05/2017,England,All England Championships
Catherine Smith,F,Raw,21.5,20-23,F-C-U23,55.45,57,120,60,160,340,1,403.15,626.48,Yes,UK,EPA,27/05/2017,England,All England Championships
Chelsey Logue,F,Raw,25.5,24-34,F-C-Open,83.2,84,160,80,187.5,427.5,2,383.06,655.35,Yes,UK,EPA,27/05/2017,England,All England Championships
Emily Lloyd Whittington,F,Raw,19.5,20-23,F-C-U23,61.4,63,135,72.5,160,367.5,1,402.5,645.08,Yes,UK,EPA,27/05/2017,England,All England Championships
Emily Przeslak,F,Raw,23.5,24-34,F-C-Open,46.2,47,90,50,110,250,2,340.38,496.39,Yes,UK,EPA,27/05/2017,England,All England Championships
Emily Williams,F,Raw,,,F-C-Open,69.45,72,142.5,70,150,362.5,5,362.61,600.45,Yes,UK,EPA,27/05/2017,England,All England Championships
Emma Rafferty,F,Raw,23.5,24-34,F-C-Open,45.55,47,102.5,62.5,120,285,1,391.92,578.05,Yes,UK,EPA,27/05/2017,England,All England Championships
Galit Goldshmid,F,Raw,40,40-44,F-C-M1,60.1,63,95,67.5,142.5,305,4,339.6,537.45,Yes,UK,EPA,27/05/2017,England,All England Championships
Hannah Yardy,F,Raw,,,F-C-Open,62.3,63,110,75,160,345,3,373.67,600.21,Yes,England,EPA,27/05/2017,England,All England Championships
Helen Hughes #1,F,Raw,40.5,40-44,F-C-M1,54.8,57,117.5,82.5,145,345,1,412.88,640.08,Yes,UK,EPA,27/05/2017,England,All England Championships
Hira Teirney,F,Raw,34.5,24-34,F-C-Open,80,84,152.5,75,192.5,420,3,384.3,654.59,Yes,UK,EPA,27/05/2017,England,All England Championships
Louise Sinniah-Burr,F,Raw,39,35-39,F-C-Open,50.8,52,102.5,67.5,145,315,1,399.8,605.54,Yes,UK,EPA,27/05/2017,England,All England Championships
Moa Wikner,F,Raw,21.5,20-23,F-C-U23,60.3,63,127.5,70,147.5,345,2,383.15,609.74,Yes,UK,EPA,27/05/2017,England,All England Championships
Rachel Bradish,F,Raw,,,F-C-Open,69.4,72,135,80,160,375,4,375.3,621.64,Yes,England,EPA,27/05/2017,England,All England Championships
Scarlett Portues,F,Raw,25,24-34,F-C-Open,74.95,84,137.5,70,150,357.5,6,340,572.83,Yes,UK,EPA,27/05/2017,England,All England Championships
Sharon Holmes #1,F,Raw,44,40-44,F-C-M1,61.7,63,120,62.5,137.5,320,3,349.17,557.94,Yes,UK,EPA,27/05/2017,England,All England Championships
Sheri Miles,F,Raw,30.5,24-34,F-C-Open,71,72,145,82.5,200,427.5,1,421.19,702.34,Yes,UK,EPA,27/05/2017,England,All England Championships
Steevi Pugh,F,Raw,27,24-34,F-C-Open,94.7,84+,150,70,152.5,372.5,3,315.63,544.16,Yes,UK,EPA,27/05/2017,England,All England Championships
Stephanie Pike,F,Raw,29.5,24-34,F-C-Open,61.15,63,130,60,195,385,1,422.99,678.09,Yes,UK,EPA,27/05/2017,England,All England Championships
Suzy Taljard,F,Raw,40,40-44,F-C-M1,82.25,84,120,62.5,152.5,335,1,301.97,517.09,Yes,England,EPA,27/05/2017,England,All England Championships
Tiarna Pearce,F,Raw,20.5,20-23,F-C-U23,50.9,52,107.5,50,107.5,265,1,335.84,502.52,Yes,UK,EPA,27/05/2017,England,All England Championships
Zoe Clark,F,Raw,21.5,20-23,F-C-U23,67.7,72,107.5,67.5,120,295,2,300.45,492.4,Yes,UK,EPA,27/05/2017,England,All England Championships
Alec Hewstone,M,Raw,22.5,20-23,M-C-U23,103.9,105,265,172.5,272.5,710,1,425.86,625.18,Yes,UK,EPA,27/05/2017,England,All England Championships
Bradley May,M,Raw,17.5,18-19,M-C-U18,119.1,120,270,150,265,685,1,394.52,553.87,Yes,UK,EPA,27/05/2017,England,All England Championships
Christopher Baker,M,Raw,42.5,40-44,M-C-M1,139.25,120+,255,220,280,755,1,422.24,568.54,Yes,UK,EPA,27/05/2017,England,All England Championships
Connor Burkhill,M,Raw,,,M-C-U23,64.9,66,167.5,131,200,498.5,3,396.92,579.9,Yes,England,EPA,27/05/2017,England,All England Championships
